ID,SAMPLE,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ExternalReference,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q3_12,Q3_13,Q3_14,Q3_15,Q3_16,Q3_17,Q3_18,Q3_19,Q3_20,Q3_21,Q3_22,Q3_23,Q3_24,Q3_25,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q5_14,Q5_15,Q5_16,Q5_17,Q5_18,Q5_19,Q5_20,Q5_21,Q5_22,Q5_23,Q5_24,Q5_25,Q6,Q7,Q8,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q13
bk26jeuym45fpz44zjtmx4pj,WJ,2019-08-19 13:09:54,2019-08-19 13:14:07,0,100,253,1,2019-08-19 13:14:08,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,7,7,1,1,1,7,7,1,1,7,7,1,1,7,1,1,1,7,1,working class
zewfscrk674s7i5f8d2pugqh,PJ,2019-08-19 13:11:09,2019-08-19 13:14:32,0,100,203,1,2019-08-19 13:14:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,4,2,4,3,1,5,4,4,3,5,6,5,5,5,5,1,7,5,5,1,5,the bottom half of society were most affected in terms of discriminatory action
61hazc88z1trjfzh3kt9krhc,PJ,2019-08-19 13:10:59,2019-08-19 13:14:34,0,100,215,1,2019-08-19 13:14:34,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,6,6,3,1,1,7,7,1,1,7,7,1,2,7,1,2,1,6,1,Working class people without degrees
3zahqylek9jmda2awkp5i83m,PJ,2019-08-19 13:10:36,2019-08-19 13:14:52,0,100,256,1,2019-08-19 13:14:53,NA,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,1,4,2,5,7,3,2,6,6,3,2,5,1,5,2,5,5,Working class
969z9ol0ili3cyytx396k7gd,PJ,2019-08-19 13:10:30,2019-08-19 13:15:06,0,100,275,1,2019-08-19 13:15:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,7,3,7,7,3,3,4,5,6,2,2,7,7,3,2,6,2,2,1,6,4,Professional workers
dvaw95ccohtdsxxney2p7pv3,PJ,2019-08-19 13:08:38,2019-08-19 13:15:15,0,100,397,1,2019-08-19 13:15:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,7,6,3,2,1,7,6,4,2,7,7,2,2,7,2,1,2,6,2,Professional people people who gave studied and ha a degree
rf8yzofh31m0hpc2bhomimt6,PJ,2019-08-19 13:11:07,2019-08-19 13:16:03,0,100,296,1,2019-08-19 13:16:04,NA,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,6,6,3,1,1,7,7,2,2,6,7,5,5,4,4,4,2,4,3,Working class workers
c58fbf3ix03la0nstdskokuc,PJ,2019-08-19 13:10:53,2019-08-19 13:16:09,0,100,315,1,2019-08-19 13:16:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,7,7,7,7,3,3,1,6,6,2,2,6,6,2,2,5,2,6,3,5,2,Professionals
xjabzdggbdr7ao7thf7yslpu,PJ,2019-08-19 13:13:02,2019-08-19 13:16:13,0,100,191,1,2019-08-19 13:16:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,5,6,5,5,2,1,1,7,1,4,1,7,7,3,2,6,4,2,2,3,1,professional
m4ctcgl0uwxyor0dw7zgvboa,PJ,2019-08-19 13:12:04,2019-08-19 13:16:15,0,100,251,1,2019-08-19 13:16:16,NA,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,4,1,6,1,4,6,5,4,5,7,4,5,2,7,6,5,3,3,Working classes
1kr717lzbojlr1a6ozfjxmxf,PJ,2019-08-19 13:13:06,2019-08-19 13:16:23,0,100,196,1,2019-08-19 13:16:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,4,4,4,4,2,4,5,3,4,3,5,3,3,3,3,5,1,2,1,5,1,Unsure
8qwz787zvk69n21v6lwc31z7,PJ,2019-08-19 13:10:43,2019-08-19 13:16:40,0,100,357,1,2019-08-19 13:16:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,5,2,3,5,4,5,5,7,6,1,1,7,7,3,2,5,5,5,3,3,6,People in employment   In the context of this survey professionals
nvpitf5r8pel3pdh1wpdv5lg,PJ,2019-08-19 13:11:37,2019-08-19 13:16:44,0,100,306,1,2019-08-19 13:16:44,NA,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,6,1,7,7,3,2,7,7,2,1,6,6,2,5,3,5,4,5,Working class
bxin8bu5w0uz96004slvnd2w,PJ,2019-08-19 13:12:28,2019-08-19 13:16:45,0,100,256,1,2019-08-19 13:16:45,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,5,1,5,2,4,6,7,6,5,6,5,5,4,7,6,7,3,3,Working Class
ri2plra2d7y2j1uojrv578gr,PJ,2019-08-19 13:12:42,2019-08-19 13:16:48,0,100,245,1,2019-08-19 13:16:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,4,4,4,4,1,4,4,4,4,4,5,3,4,3,4,5,3,4,6,4,3,Poor
2fb7qsg10csy9ywy7y4d73xe,PJ,2019-08-19 13:12:43,2019-08-19 13:16:56,0,100,253,1,2019-08-19 13:16:56,NA,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3,3,2,3,1,6,6,5,3,6,5,2,2,5,6,5,5,4,3,Working class no degree
pup65mby22cgxgrdrp276vpr,PJ,2019-08-19 13:12:01,2019-08-19 13:17:01,0,100,299,1,2019-08-19 13:17:01,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,7,2,1,1,7,7,1,1,7,7,2,2,6,2,2,2,2,1,people who work in working class jobs ie jobs not requiring a degree manual semi skilled casual etc
lnyv6d7j0s8lwxt1d4hcy5qc,PJ,2019-08-19 13:13:25,2019-08-19 13:17:01,0,100,215,1,2019-08-19 13:17:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,4,3,5,6,1,5,5,5,4,7,7,1,5,5,5,1,3,6,6,1,4,Professionals and administrators
sumnfvsjdh9954a4cui1eada,WJ,2019-08-19 13:04:00,2019-08-19 13:17:24,0,100,804,1,2019-08-19 13:17:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,6,4,6,6,1,2,1,7,6,2,1,5,7,3,2,3,1,6,7,6,2,Not sure
a18qmgvyplphbnw6nyhy3hs3,PJ,2019-08-19 13:10:32,2019-08-19 13:17:27,0,100,414,1,2019-08-19 13:17:27,NA,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,2,6,2,1,1,7,7,2,1,7,7,3,3,6,6,3,1,6,1,Manual workers
4dqzik93qlvkp2zxebvj78sg,PJ,2019-08-19 13:14:46,2019-08-19 13:17:40,0,100,173,1,2019-08-19 13:17:40,NA,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,4,1,5,6,3,2,7,7,5,5,1,2,6,3,1,1,6,1,People in relatively unskilled jobs that typically do not require a degree
49ajy6kfpc7yq8u7fxu6dc0k,PJ,2019-08-19 13:12:03,2019-08-19 13:17:49,0,100,346,1,2019-08-19 13:17:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,7,7,7,7,1,2,1,7,7,1,1,7,7,2,2,5,3,3,3,4,2,People in professional jobs
j74z73jm13kmvmooqil0sf2j,PJ,2019-08-19 13:13:34,2019-08-19 13:17:51,0,100,257,1,2019-08-19 13:17:51,NA,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,6,3,4,2,4,6,5,3,2,6,5,2,2,3,2,5,2,2,people in working class jobs
a66bm9jj8a6as2r6enus8113,PJ,2019-08-19 13:14:35,2019-08-19 13:17:57,0,100,202,1,2019-08-19 13:17:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,6,6,5,6,1,4,3,5,6,4,3,5,6,6,5,3,4,5,5,4,5,professional people
72x9qpw1x7yhe8xh4rijgpqr,PJ,2019-08-19 13:15:16,2019-08-19 13:18:06,0,100,170,1,2019-08-19 13:18:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,6,6,6,7,2,2,1,6,6,4,3,5,7,5,5,1,4,5,5,2,4,Professionals
ae7uvma0sv8f9gbfzoxj3itl,PJ,2019-08-19 13:14:43,2019-08-19 13:18:24,0,100,220,1,2019-08-19 13:18:24,NA,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,4,1,1,1,7,7,2,1,7,7,2,5,4,2,4,3,4,2,The working class
1pvwcrdgnz1zojsgqwzk4yp0,PJ,2019-08-19 13:10:50,2019-08-19 13:18:36,0,100,466,1,2019-08-19 13:18:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,7,7,7,7,2,5,2,4,6,3,2,6,7,2,5,5,6,6,5,6,3,Professional workers mostly people with degrees
bwziwra7hnt0rvdl4y7qxxfh,PJ,2019-08-19 13:10:15,2019-08-19 13:18:37,0,100,502,1,2019-08-19 13:18:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,5,7,7,7,1,2,2,7,6,3,3,5,6,2,3,5,3,3,2,4,3,People in professional jobs eg administrative or managerial requiring a degree
2faoa5j153nrmbokzg1f3ani,PJ,2019-08-19 13:13:32,2019-08-19 13:18:41,0,100,309,1,2019-08-19 13:18:42,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,5,3,1,1,1,7,2,6,7,7,1,2,7,3,3,1,6,1,People with working class jobs
zeawmp270miao4jf6ya7z0dt,PJ,2019-08-19 13:13:10,2019-08-19 13:18:47,0,100,337,1,2019-08-19 13:18:47,NA,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,3,1,5,7,5,2,6,6,2,2,4,1,2,1,4,3,Working class workers
i4ecj4k2mbtmhi8lbulavgsj,PJ,2019-08-19 13:12:02,2019-08-19 13:18:51,0,100,408,1,2019-08-19 13:18:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,7,4,6,5,1,1,1,7,7,1,1,7,7,2,4,5,5,3,2,2,4,People in professional jobs
kolgi3xrekhyptpgniqkm86l,PJ,2019-08-19 13:12:55,2019-08-19 13:18:52,0,100,356,1,2019-08-19 13:18:52,NA,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,7,3,2,2,6,7,4,1,6,7,2,2,6,3,3,6,5,4,middle class
phsklrlhthqq98s7h1gw8nme,PJ,2019-08-19 13:16:07,2019-08-19 13:18:58,0,100,170,1,2019-08-19 13:18:58,NA,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,2,5,5,4,4,5,3,5,6,3,3,4,3,3,2,4,4,Working class
lszp97dcg5lfgsq6htem506v,PJ,2019-08-19 13:13:11,2019-08-19 13:18:59,0,100,347,1,2019-08-19 13:18:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,5,5,5,6,2,6,5,6,4,6,6,4,4,6,6,2,4,6,3,2,6,Those in professional and managerial occupations
fbt3so0dq6j8zptya83jvfar,PJ,2019-08-19 13:12:12,2019-08-19 13:19:13,0,100,421,1,2019-08-19 13:19:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,5,4,5,6,2,5,3,6,3,3,3,5,5,3,5,3,6,5,5,3,5,professional people
pdjz8juu169o4kpheyh3nhus,PJ,2019-08-19 13:15:41,2019-08-19 13:19:16,0,100,215,1,2019-08-19 13:19:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,6,6,6,6,1,5,3,6,6,3,3,5,6,3,2,5,2,3,2,3,3,Proffesionals
ul87aslj7fkvwvlbsfp2rk12,PJ,2019-08-19 13:13:05,2019-08-19 13:19:20,0,100,375,1,2019-08-19 13:19:21,NA,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,3,1,5,2,4,6,5,4,5,5,4,4,5,4,5,3,4,5,working class workers    that is   people with no qualifications
8er4g7yd1hbme899udltk5c5,PJ,2019-08-19 13:11:47,2019-08-19 13:19:35,0,100,467,1,2019-08-19 13:19:35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,4,2,1,7,7,1,7,7,7,2,1,5,5,6,7,5,1,Professional people
lhmkgjb8myeqgbfbrcf5s0pm,PJ,2019-08-19 13:09:26,2019-08-19 13:19:47,0,100,621,1,2019-08-19 13:19:48,NA,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,3,3,1,4,2,4,7,2,6,6,2,2,5,2,5,2,4,4,Working class workers  skilled semi skilled and unskilled
solvt27suuccx3lmlifk063x,PJ,2019-08-19 13:15:43,2019-08-19 13:20:01,0,100,258,1,2019-08-19 13:20:02,NA,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,6,1,2,1,7,6,2,2,6,7,5,2,4,5,5,2,4,3,Working class people
t5wpn2oreb6v97fi9ehrh1jy,PJ,2019-08-19 13:11:59,2019-08-19 13:20:07,0,100,487,1,2019-08-19 13:20:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,7,7,7,7,2,6,1,7,7,1,2,7,7,2,2,5,5,4,5,4,3,Professionals
rlh2no5dwjbmcucwgderkkfb,PJ,2019-08-19 13:15:51,2019-08-19 13:20:17,0,100,266,1,2019-08-19 13:20:18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,6,5,5,7,3,4,4,6,5,3,3,5,5,3,3,4,5,4,3,4,3,professionals
uxulbst95g3xgrx9b195mqw9,PJ,2019-08-19 13:14:55,2019-08-19 13:20:21,0,100,325,1,2019-08-19 13:20:22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,7,7,7,7,1,5,1,2,6,2,2,5,7,5,4,2,5,5,5,5,3,Professionals
icqcod87lo0v81smvfzkmvlg,PJ,2019-08-19 13:17:47,2019-08-19 13:20:27,0,100,159,1,2019-08-19 13:20:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,4,6,1,5,6,7,7,2,2,6,6,1,1,7,2,5,7,7,7,professional
gh4l54nqij3i2or25lep4ps8,PJ,2019-08-19 13:15:58,2019-08-19 13:20:38,0,100,280,1,2019-08-19 13:20:38,NA,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,1,5,5,4,3,3,2,7,7,5,5,3,5,3,5,3,3,working class people
as5cq7es30whl80p9n0tdyvr,PJ,2019-08-19 13:16:32,2019-08-19 13:20:53,0,100,260,1,2019-08-19 13:20:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,7,7,2,7,2,1,1,7,7,1,1,7,7,1,1,7,2,4,1,4,1,Professionals
rc6owyfx37obshlj5dsnzatv,PJ,2019-08-19 13:17:33,2019-08-19 13:21:28,0,100,235,1,2019-08-19 13:21:29,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,4,2,2,1,6,6,3,3,6,7,4,4,5,3,4,4,4,3,Working class
eoq35sn1s4uvom85bzv2h65h,PJ,2019-08-19 13:16:18,2019-08-19 13:21:32,0,100,313,1,2019-08-19 13:21:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,6,6,6,6,3,6,1,6,7,2,5,7,7,2,1,7,1,3,2,7,2,professionals
r4egqx1cxivb1ek4mk9wvuu3,PJ,2019-08-19 13:16:25,2019-08-19 13:21:56,0,100,330,1,2019-08-19 13:21:56,NA,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,4,2,2,1,1,7,5,4,5,6,2,3,5,5,5,3,5,1,Working class people
oyx1g3ahack1sxp6i7bj67e8,PJ,2019-08-19 13:15:11,2019-08-19 13:22:04,0,100,412,1,2019-08-19 13:22:04,NA,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,4,3,7,5,3,6,7,5,7,2,1,6,2,4,4,6,4,people in working class jobs
da7bbl99f9piev1rizjzifwr,PJ,2019-08-19 13:18:20,2019-08-19 13:22:10,0,100,230,1,2019-08-19 13:22:11,NA,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,2,1,6,3,1,2,2,5,7,7,2,1,6,2,5,7,5,7,Working class people
ncgi4hx7skdvgn3agwez79yw,PJ,2019-08-19 13:18:12,2019-08-19 13:22:29,0,100,257,1,2019-08-19 13:22:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,7,7,7,7,1,5,5,3,7,7,3,7,7,2,1,7,5,2,4,7,3,Professionals
a13ppb3j6201l9bafrs5dbky,PJ,2019-08-19 13:18:44,2019-08-19 13:22:48,0,100,243,1,2019-08-19 13:22:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,6,7,7,7,2,3,1,6,6,4,2,5,7,3,6,1,5,5,5,2,5,professionals
y87yrsmoplvtblrlf5jpudbe,PJ,2019-08-19 13:17:06,2019-08-19 13:22:56,0,100,350,1,2019-08-19 13:22:56,NA,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3,4,2,2,1,6,7,6,2,6,6,3,3,5,5,5,4,3,2,working class people in low skilled jobs
